3730,Henderson, Gordon,M,2010-05-06T00:00:00
3731,Smith, Julian,M,2010-05-06T00:00:00
3732,Johnson, Dr Caroline,F,2016-12-08T00:00:00
3733,Dhesi, Mr Tanmanjeet Singh,M,2017-06-08T00:00:00
3734,Knight, Julian,M,2015-05-07T00:00:00
3735,Warburton, David,M,2015-05-07T00:00:00
3736,Girvan, Paul,M,2017-06-08T00:00:00
3737,Metcalfe, Stephen,M,2010-05-06T00:00:00
3738,Browne, Anthony,M,2019-12-12T00:00:00
3739,Wheeler, Mrs Heather,F,2010-05-06T00:00:00
3740,Drax, Richard,M,2010-05-06T00:00:00
3741,Hazzard, Chris,M,2017-06-08T00:00:00
3742,Frazer, Lucy,F,2015-05-07T00:00:00
3743,Murray, Mrs Sheryll,F,2010-05-06T00:00:00
3744,Hayes, Sir John,M,1997-05-01T00:00:00
3745,Costa, Alberto,M,2015-05-07T00:00:00
3746,Bacon, Mr Richard,M,2001-06-07T00:00:00
3747,Leadsom, Andrea,F,2010-05-06T00:00:00
3748,Fletcher, Katherine,F,2019-12-12T00:00:00
3749,Lewell-Buck, Mrs Emma,F,2013-05-02T00:00:00
3750,Williamson, Sir Gavin,M,2010-05-06T00:00:00
3751,Cartlidge, James,M,2015-05-07T00:00:00
3752,Buckland, Sir Robert,M,2010-05-06T00:00:00
3753,Mackinlay, Craig,M,2015-05-07T00:00:00
3754,Selous, Andrew,M,2001-06-07T00:00:00
3755,Streeter, Sir Gary,M,1992-04-09T00:00:00
3756,Mohindra, Mr Gagan,M,2019-12-12T00:00:00
3757,Truss, Elizabeth,F,2010-05-06T00:00:00
3758,Hunt, Jeremy,M,2005-05-05T00:00:00
3759,Murrison, Dr Andrew,M,2001-06-07T00:00:00
3760,Smith, Royston,M,2015-05-07T00:00:00
3761,Whitehead, Dr Alan,M,1997-05-01T00:00:00
3762,Firth, Anna,F,2022-02-03T00:00:00
3763,Moore, Damien,M,2017-06-08T00:00:00
3764,Kwarteng, Kwasi,M,2010-05-06T00:00:00
3765,Cooper, Daisy,F,2019-12-12T00:00:00
3766,Double, Steve,M,2015-05-07T00:00:00
3767,McGinn, Conor,M,2015-05-07T00:00:00
3768,Rimmer, Ms Marie,F,2015-05-07T00:00:00
3769,Thomas, Derek,M,2015-05-07T00:00:00
3770,Clarke, Theo,F,2019-12-12T00:00:00
3771,Bradley, Karen,F,2010-05-06T00:00:00
3772,Reynolds, Jonathan,M,2010-05-06T00:00:00
3773,McPartland, Stephen,M,2010-05-06T00:00:00
3774,Mishra, Navendu,M,2019-12-12T00:00:00
3775,Cunningham, Alex,M,2010-05-06T00:00:00
3776,Vickers, Matt,M,2019-12-12T00:00:00
3777,Gideon, Jo,F,2019-12-12T00:00:00
3778,Gullis, Jonathan,M,2019-12-12T00:00:00
3779,Brereton, Jack,M,2017-06-08T00:00:00
3780,Cash, Sir William,M,1984-05-03T00:00:00
3781,Webb, Suzanne,F,2019-12-12T00:00:00
3782,Shannon, Jim,M,2010-05-06T00:00:00
3783,Zahawi, Nadhim,M,2010-05-06T00:00:00
3784,Ribeiro-Addy, Bell,F,2019-12-12T00:00:00
3785,Western, Andrew,M,2022-12-15T00:00:00
3786,Baillie, Siobhan,F,2019-12-12T00:00:00
3787,Coffey, Dr Thérèse,F,2010-05-06T00:00:00
3788,Elliott, Julie,F,2010-05-06T00:00:00
3789,Gove, Michael,M,2005-05-05T00:00:00
3790,Scully, Paul,M,2015-05-07T00:00:00
3791,Mitchell, Mr Andrew,M,2001-06-07T00:00:00
3792,Harris, Carolyn,F,2015-05-07T00:00:00
3793,Davies, Geraint,M,2010-05-06T00:00:00
3794,Pincher, Christopher,M,2010-05-06T00:00:00
3795,McVey, Esther,F,2017-06-08T00:00:00
3796,Pow, Rebecca,F,2015-05-07T00:00:00
3797,Allan, Lucy,F,2015-05-07T00:00:00
3798,Robertson, Mr Laurence,M,1997-05-01T00:00:00
3799,Clifton-Brown, Sir Geoffrey,M,1992-04-09T00:00:00
3800,Pritchard, Mark,M,2005-05-05T00:00:00
3801,Hollinrake, Kevin,M,2015-05-07T00:00:00
3802,Hall, Luke,M,2015-05-07T00:00:00
3803,Doyle-Price, Jackie,F,2010-05-06T00:00:00
3804,Foord, Richard,M,2022-06-23T00:00:00
3805,Tugendhat, Tom,M,2015-05-07T00:00:00
3806,Allin-Khan, Dr Rosena,F,2016-06-16T00:00:00
3807,Foster, Kevin,M,2015-05-07T00:00:00
3808,Thomas-Symonds, Nick,M,2015-05-07T00:00:00
3809,Cox, Sir Geoffrey,M,2005-05-05T00:00:00
3810,Mangnall, Anthony,M,2019-12-12T00:00:00
3811,Lammy, Mr David,M,2000-06-22T00:00:00
3812,Mackrory, Cherilyn,F,2019-12-12T00:00:00
3813,Clark, Greg,M,2005-05-05T00:00:00
3814,Wilson, Munira,F,2019-12-12T00:00:00
3815,Campbell, Sir Alan,M,1997-05-01T00:00:00
3816,Lockhart, Carla,F,2019-12-12T00:00:00
3817,Johnson, Boris,M,2015-05-07T00:00:00
3818,Davies, Dr James,M,2019-12-12T00:00:00
3819,Cairns, Alun,M,2010-05-06T00:00:00
3820,Eshalomi, Florence,F,2019-12-12T00:00:00
3821,Lightwood, Simon,M,2022-06-23T00:00:00
3822,Eagle, Dame Angela,F,1992-04-09T00:00:00
3823,Hughes, Eddie,M,2017-06-08T00:00:00
3824,Vaz, Valerie,F,2010-05-06T00:00:00
3825,Creasy, Stella,F,2010-05-06T00:00:00
3826,Lavery, Ian,M,2010-05-06T00:00:00
3827,Johnston, David,M,2019-12-12T00:00:00
3828,Spellar, John,M,1992-04-09T00:00:00
3829,Nichols, Charlotte,F,2019-12-12T00:00:00
3830,Carter, Andy,M,2019-12-12T00:00:00
3831,Western, Matt,M,2017-06-08T00:00:00
3832,Hodgson, Mrs Sharon,F,2005-05-05T00:00:00
3833,Russell, Dean,M,2019-12-12T00:00:00
3834,Aldous, Peter,M,2010-05-06T00:00:00
3835,Ghani, Ms Nusrat,F,2015-05-07T00:00:00
3836,Amesbury, Mike,M,2017-06-08T00:00:00
3837,Bone, Mr Peter,M,2005-05-05T00:00:00
3838,Heappey, James,M,2015-05-07T00:00:00
3839,Shapps, Grant,M,2005-05-05T00:00:00
3840,Healey, John,M,1997-05-01T00:00:00
3841,Richards, Nicola,F,2019-12-12T00:00:00
3842,Bailey, Shaun,M,2019-12-12T00:00:00
3843,Loder, Chris,M,2019-12-12T00:00:00
3844,Brown, Ms Lyn,F,2005-05-05T00:00:00
3845,Dalton, Ashley,F,2023-02-09T00:00:00
3846,Hancock, Matt,M,2010-05-06T00:00:00
3847,Begley, Órfhlaith,F,2018-05-03T00:00:00
3848,Baldwin, Harriett,F,2010-05-06T00:00:00
3849,Buck, Ms Karen,F,1997-05-01T00:00:00
3850,Farron, Tim,M,2005-05-05T00:00:00
3851,Penrose, John,M,2005-05-05T00:00:00
3852,Nandy, Lisa,F,2010-05-06T00:00:00
3853,Hammond, Stephen,M,2005-05-05T00:00:00
3854,Brine, Steve,M,2010-05-06T00:00:00
3855,Afriyie, Adam,M,2005-05-05T00:00:00
3856,McGovern, Alison,F,2010-05-06T00:00:00
3857,Greenwood, Margaret,F,2015-05-07T00:00:00
3858,Patel, Priti,F,2010-05-06T00:00:00
3859,Courts, Robert,M,2016-10-20T00:00:00
3860,Lord, Mr Jonathan,M,2010-05-06T00:00:00
3861,Redwood, John,M,1987-06-11T00:00:00
3862,Stevenson, Jane,F,2019-12-12T00:00:00
3863,McFadden, Pat,M,2005-05-05T00:00:00
3864,Anderson, Stuart,M,2019-12-12T00:00:00
3865,Walker, Mr Robin,M,2010-05-06T00:00:00
3866,Jenkinson, Mark,M,2019-12-12T00:00:00
3867,Keeley, Barbara,F,2005-05-05T00:00:00
3868,Bottomley, Sir Peter,M,1975-06-26T00:00:00
3869,Atherton, Sarah,F,2019-12-12T00:00:00
3870,Baker, Mr Steve,M,2010-05-06T00:00:00
3871,Wallace, Mr Ben,M,2005-05-05T00:00:00
3872,Garnier, Mark,M,2010-05-06T00:00:00
3873,Kane, Mike,M,2014-02-13T00:00:00
3874,Fysh, Mr Marcus,M,2015-05-07T00:00:00
3875,Crosbie, Virginia,F,2019-12-12T00:00:00
3876,Maskell, Rachael,F,2015-05-07T00:00:00
3877,Sturdy, Julian,M,2010-05-06T00:00:00
